submitter_name	institute_name_ror	ror_id	country	lat	lon	has_ror_match	has_coordinates	match_method	assembly_count
Kookmin University	Kookmin University	https://ror.org/0049erg63	South Korea	37.566	126.9784	true	true	affiliation_chosen	5
KRIBB	Korea Research Institute of Bioscience and Biotechnology	https://ror.org/03ep23f07	South Korea	36.34913	127.38493	true	true	query_exact	5
LabRI	Laboratoire Bordelais de Recherche en Informatique	https://ror.org/03adqg323	France	44.80849	-0.58915	true	true	query_exact	5
LOEWE Centre for Translational Biodiversity /Senckenberg Research Institute and Natural History Muse						false	false	none	5
Luoyang Normal University	Luoyang Normal University	https://ror.org/029man787	China	34.67345	112.43684	true	true	affiliation_chosen	5
M. S. Ramaiah University of Applied Sciences	M S Ramaiah University of Applied Sciences	https://ror.org/02anh8x74	India	12.97194	77.59369	true	true	affiliation_chosen	5
Massachusetts Institute of Technology	Massachusetts Institute of Technology	https://ror.org/042nb2s44	United States	42.3751	-71.10561	true	true	affiliation_chosen	5
MAX PLANCK INSTITUE OF CHEMCIAL ECOLOGY						false	false	none	5
Max Planck Institute for Biology of Ageing	Max Planck Institute for Biology of Ageing	https://ror.org/04xx1tc24	Germany	50.93333	6.95	true	true	affiliation_chosen	5
Max Planck Institute for Ornithology	Max Planck Institute for Biological Intelligence	https://ror.org/03g267s60	Germany	48.10732	11.45196	true	true	dump_exact_name	5
Max-Planck-Institute for Plant Breeding Research	Max Planck Institute for Plant Breeding Research	https://ror.org/044g3zk14	Germany	50.93333	6.95	true	true	dump_exact_name	5
McDonnell Genome Institute	MED Institute	https://ror.org/00vsw8h69	United States	40.42587	-86.90807	true	true	affiliation_chosen	5
Microbial Institute for Fermentation Industry	Microbial Institute for Fermentation Industry	https://ror.org/01vsww631	South Korea	34.9505	127.48784	true	true	affiliation_chosen	5
Montana State University	Montana State University	https://ror.org/02w0trx84	United States	45.67965	-111.03856	true	true	affiliation_chosen	5
Museum national d'Histoire naturelle	Muséum national d'Histoire naturelle	https://ror.org/03wkt5x30	France	48.85341	2.3488	true	true	affiliation_chosen	5
Nanchang University	Nanchang University	https://ror.org/042v6xz23	China	28.68396	115.85306	true	true	affiliation_chosen	5
Nanfan Research Institute, Hainan University	Hainan University	https://ror.org/03q648j11	China	20.03421	110.34651	true	true	affiliation_chosen	5
National Institute of Advanced Industrial Science and Technology (AIST)	National Institute of Advanced Industrial Science and Technology	https://ror.org/01703db54	Japan	36.08333	140.11667	true	true	affiliation_chosen	5
National Institute of Plant Genome Research	National Institute of Plant Genome Research	https://ror.org/04zw11527	India	28.62137	77.2148	true	true	affiliation_chosen	5
National Institutes of Health	National Institutes of Health	https://ror.org/01cwqze88	United States	38.98067	-77.10026	true	true	dump_exact_name	5
National Marine Biodiversity Institute of Korea	Marine Biodiversity Institute of Korea	https://ror.org/03p3sm411	South Korea	36.59245	127.29223	true	true	affiliation_chosen	5
National Research Centre for Banana	National Research Centre for Banana	https://ror.org/00rq8ty33	India	10.8155	78.69651	true	true	affiliation_chosen	5
National Research Council	National Research Council Canada	https://ror.org/04mte1k06	Canada	45.41117	-75.69812	true	true	dump_exact_name	5
National Taiwan Ocean University	National Taiwan Ocean University	https://ror.org/03bvvnt49	Taiwan	25.13089	121.74094	true	true	affiliation_chosen	5
Native Microbials						false	false	none	5
Nihon BioData Corporation.	Nihon BioData Corporation (Japan)	https://ror.org/02xtx1p12	Japan	35.52056	139.71722	true	true	affiliation_chosen	5
Ningxia University	Ningxia University	https://ror.org/04j7b2v61	China	38.46806	106.27306	true	true	affiliation_chosen	5
Noble Research Institute	Noble Research Institute	https://ror.org/02zta5505	United States	34.17426	-97.14363	true	true	affiliation_chosen	5
North-Western State Medical University named after I.I. Mechnicov	North-Western State Medical University named after I.I. Mechnikov	https://ror.org/04kayk232	Russia	59.93863	30.31413	true	true	affiliation_chosen	5
Norwegian Institute of Bioeconomy Research	Norwegian Institute of Bioeconomy Research	https://ror.org/04aah1z61	Norway	59.91273	10.74609	true	true	affiliation_chosen	5
Observatoire Oceanologique de Banyuls						false	false	none	5
Pacific Forestry Centre/Natural Resources Canada	Natural Resources Canada	https://ror.org/05hepy730	Canada	45.41117	-75.69812	true	true	affiliation_chosen	5
Partner Insitute for Computational BIology, Shanghai Institutes for Biological Sciences	Shanghai Institutes for Biological Sciences	https://ror.org/011rf9d86	China	31.22222	121.45806	true	true	affiliation_chosen	5
Punjab Agricultural University	Punjab Agricultural University	https://ror.org/02qbzdk74	India	30.91204	75.85379	true	true	affiliation_chosen	5
Research Institute of Fast-growing Trees						false	false	none	5
Rijksuniversiteit Groningen	University of Groningen	https://ror.org/012p63287	The Netherlands	53.21917	6.56667	true	true	affiliation_chosen	5
Royal Veterinary College	Royal Veterinary College	https://ror.org/01wka8n18	United Kingdom	51.50853	-0.12574	true	true	affiliation_chosen	5
Rutgers, The State University of New Jersey	Rutgers, The State University of New Jersey	https://ror.org/05vt9qd57	United States	40.48622	-74.45182	true	true	affiliation_chosen	5
RWTH Aachen	RWTH Aachen University	https://ror.org/04xfq0f34	Germany	50.77664	6.08342	true	true	affiliation_chosen	5
SCIENCE FOR LIFE LABORATORY	Science for Life Laboratory	https://ror.org/04ev03g22	Sweden	59.32938	18.06871	true	true	affiliation_chosen	5
Sequentia Biotech SL						false	false	none	5
Shaanxi Provincial Institute of Microbiology						false	false	none	5
Shandong First Medical University	Shandong First Medical University	https://ror.org/05jb9pq57	China	36.66833	116.99722	true	true	affiliation_chosen	5
St. Petersburg University	St Petersburg University	https://ror.org/023znxa73	Russia	59.93863	30.31413	true	true	dump_exact_name	5
STAR - a SNP and haplotype map for the rat						false	false	none	5
State Key Lab for Bioelectroincs	State Key Laboratory of Digital Medical Engineering	https://ror.org/03ab0at74	China	32.06167	118.77778	true	true	affiliation_chosen	5
The Genome Institute - Washington University School of Medicine	Washington University in St. Louis	https://ror.org/01yc7t268	United States	38.62727	-90.19789	true	true	web_verified	5
The J. Craig Venter Institute	J. Craig Venter Institute	https://ror.org/049r1ts75	United States	32.84727	-117.2742	true	true	affiliation_chosen	5
The Sanger Institute						false	false	none	5
The University of North Carolina at Charlotte	University of North Carolina at Charlotte	https://ror.org/04dawnj30	United States	35.22709	-80.84313	true	true	affiliation_chosen	5
Tufts University	Tufts University	https://ror.org/05wvpxv85	United States	42.41843	-71.10616	true	true	affiliation_chosen	5
UCIBIO-REQUIMTE	Unidade em Ciências Biomoleculares Aplicadas	https://ror.org/04c3k8v21	Portugal	38.71667	-9.13333	true	true	dump_segment	5
UCSD	University of California San Diego	https://ror.org/0168r3w48	United States	32.71571	-117.16472	true	true	dump_exact_acronym	5
UFMG	Universidade Federal de Minas Gerais	https://ror.org/0176yjw32	Brazil	-19.92083	-43.93778	true	true	query_exact	5
UMass Amherst	University of Massachusetts Amherst	https://ror.org/0072zz521	United States	42.37537	-72.51925	true	true	affiliation_chosen	5
UNIMI	University of Milan	https://ror.org/00wjc7c48	Italy	45.46427	9.18951	true	true	query_exact	5
Universidad de Oviedo	Universidad de Oviedo	https://ror.org/006gksa02	Spain	43.36029	-5.84476	true	true	affiliation_chosen	5
Universidad de Salamanca	Universidad de Salamanca	https://ror.org/02f40zc51	Spain	40.96882	-5.66388	true	true	affiliation_chosen	5
Universidad Nacional Autonoma de Mexico	Universidad Nacional Autónoma de México	https://ror.org/01tmp8f25	Mexico	19.42847	-99.12766	true	true	affiliation_chosen	5
Universidad San Francisco de Quito	Universidad San Francisco de Quito	https://ror.org/01r2c3v86	Ecuador	-0.22985	-78.52495	true	true	affiliation_chosen	5
Universidade Estadual de Campinas	Universidade Estadual de Campinas (UNICAMP)	https://ror.org/04wffgt70	Brazil	-22.90556	-47.06083	true	true	affiliation_chosen	5
Universidade Federal de Goias	Universidade Federal de Goiás	https://ror.org/0039d5757	Brazil	-16.67861	-49.25389	true	true	affiliation_chosen	5
Universite Lyon 1	Lyon 1 Université	https://ror.org/029brtt94	France	45.76601	4.8795	true	true	affiliation_chosen	5
Universite Toulouse III - Paul Sabatier	Université de Toulouse	https://ror.org/01ahyrz84	France	43.60426	1.44367	true	true	dump_exact_name	5
University of Aveiro	University of Aveiro	https://ror.org/00nt41z93	Portugal	40.64575	-8.64643	true	true	affiliation_chosen	5
University of Ferrara	University of Ferrara	https://ror.org/041zkgm14	Italy	44.83804	11.62057	true	true	affiliation_chosen	5
University of Haifa	University of Haifa	https://ror.org/02f009v59	Israel	32.81303	34.99928	true	true	affiliation_chosen	5
University of Minho	University of Minho	https://ror.org/037wpkx04	Portugal	41.5514	-8.42311	true	true	affiliation_chosen	5
University of Mohaghegh Ardabili	University of Mohaghegh Ardabili	https://ror.org/045zrcm98	Iran	38.2498	48.2933	true	true	affiliation_chosen	5
University of Montreal	Université de Montréal	https://ror.org/0161xgx34	Canada	45.50884	-73.58781	true	true	affiliation_chosen	5
University of Natural Resources and Life Sciences						false	false	none	5
University of Oklahoma	University of Oklahoma	https://ror.org/02aqsxs83	United States	35.22257	-97.43948	true	true	affiliation_chosen	5
University of Seville	Universidad de Sevilla	https://ror.org/03yxnpp24	Spain	37.38283	-5.97317	true	true	affiliation_chosen	5
UNIVERSITY OF SOUTH BOHEMIA						false	false	none	5
University of Texas						false	false	none	5
university of tokyo	The University of Tokyo	https://ror.org/057zh3y96	Japan	35.6895	139.69171	true	true	dump_exact_name	5
University of Vermont	University of Vermont	https://ror.org/0155zta11	United States	44.47588	-73.21207	true	true	affiliation_chosen	5
University of verona	University of Verona	https://ror.org/039bp8j42	Italy	45.43854	10.9938	true	true	affiliation_chosen	5
University of Zagreb Faculty of Food Technology and Biotechnology	University of Zagreb	https://ror.org/00mv6sv71	Croatia	45.81444	15.97798	true	true	affiliation_chosen	5
UNIVERSITY OF ZURICH	University of Zurich	https://ror.org/02crff812	Switzerland	47.36667	8.55	true	true	affiliation_chosen	5
University Roma Tre						false	false	none	5
USDA-Agricultural Research Service	Agricultural Research Service	https://ror.org/02d2m2044	United States	38.89511	-77.03637	true	true	affiliation_chosen	5
USDA-ARS Animal Parasitic Diseases Lab	Agricultural Research Service	https://ror.org/02d2m2044	United States	38.89511	-77.03637	true	true	dump_alias_lookup	5
USDA/ARS	Agricultural Research Service	https://ror.org/02d2m2044	United States	38.89511	-77.03637	true	true	dump_alias_lookup	5
VIB	Vlaams Instituut voor Biotechnologie	https://ror.org/03xrhmk39	Belgium	51.05	3.71667	true	true	dump_exact_acronym	5
Walter Reed Army Institute of Research	Walter Reed Army Institute of Research	https://ror.org/0145znz58	United States	38.99067	-77.02609	true	true	affiliation_chosen	5
Washington State University Mount Vernon Northwestern Washington Research and Extension Center	Washington State University	https://ror.org/05dk0ce17	United States	46.73127	-117.17962	true	true	affiliation_chosen	5
Washington University in St. Louis	Washington University in St. Louis	https://ror.org/01yc7t268	United States	38.62727	-90.19789	true	true	affiliation_chosen	5
Whitney Laboratory for Marine Bioscience						false	false	none	5
WUGSC						false	false	none	5
Wuhan Botanical Garden	Wuhan Botanical Garden	https://ror.org/02j0gyf89	China	30.58333	114.26667	true	true	affiliation_chosen	5
WUR	Wageningen University & Research	https://ror.org/04qw24q55	The Netherlands	51.97	5.66667	true	true	query_exact	5
Xinjiang Agricultural University	Xinjiang Agricultural University	https://ror.org/04qjh2h11	China	43.80096	87.60046	true	true	affiliation_chosen	5
Yangtze River Fisheries Research Institute, Chinese Academy of Fishery Sciences	Chinese Academy of Fishery Sciences	https://ror.org/02bwk9n38	China	39.9075	116.39723	true	true	affiliation_chosen	5
Yellow Sea Fisheries Research Institute, CAFS	Yellow Sea Fisheries Research Institute	https://ror.org/0578w5a44	China	36.33333	118.25	true	true	affiliation_chosen	5
Yeungnam University	Yeungnam University	https://ror.org/05yc6p159	South Korea	35.87028	128.59111	true	true	affiliation_chosen	5
Yun nan agricultural university	Yunnan Agricultural University	https://ror.org/04dpa3g90	China	25.03889	102.71833	true	true	dump_compact	5
Zoologisches Forschungsmuseum Alexander Koenig (ZFMK)	Zoological Research Museum Alexander Koenig	https://ror.org/00wz4b049	Germany	50.73438	7.09549	true	true	affiliation_chosen	5
1001genomes						false	false	none	4
Adam Mickiewicz University						false	false	none	4
Ag100pest initiative						false	false	none	4
AgResearch NZ Limited	AgResearch	https://ror.org/0124gwh94	New Zealand	-43.65	172.48333	true	true	dump_contained_name	4
Agricultural University of Georgia	Agricultural University of Georgia	https://ror.org/01mdqeh78	Georgia	41.69411	44.83368	true	true	affiliation_chosen	4
Agroscope	Agroscope	https://ror.org/04d8ztx87	Switzerland	46.94809	7.44744	true	true	affiliation_chosen	4
AIT-Austrian Institute of Technology	AIT Austrian Institute of Technology GmbH	https://ror.org/04knbh022	Austria	48.20849	16.37208	true	true	affiliation_chosen	4
Anhui Provincial Key Laboratory of Microbial Pest Control						false	false	none	4
Applied Bioscience, Kindai University, Faculty of Agriculture	Kindai University	https://ror.org/05kt9ap64	Japan	34.69379	135.50107	true	true	affiliation_chosen	4
ARO	Agricultural Research Organization	https://ror.org/05hbrxp80	Israel	31.97102	34.78939	true	true	dump_exact_acronym	4
ARVALIS						false	false	none	4
Bangor University	Bangor University	https://ror.org/006jb1a24	United Kingdom	53.22752	-4.12936	true	true	affiliation_chosen	4
BeetSeq						false	false	none	4
Beijing Bio Huaxing Gene Technology Co., Ltd.	V Technology Co., Ltd. (Japan)	https://ror.org/047sh7442	Japan	35.43333	139.65	true	true	affiliation_chosen	4
Beijing Vegetable Research Center						false	false	none	4
Bhabha Atomic Research Centre	Bhabha Atomic Research Centre	https://ror.org/05w6wfp17	India	19.07283	72.88261	true	true	affiliation_chosen	4
Biological Research Center	HUN-REN Szegedi Biológiai Kutatóközpont	https://ror.org/016gb1631	Hungary	46.253	20.14824	true	true	affiliation_chosen	4
BIOPOLIS Program in Genomics, Biodiversity and Land Planning						false	false	none	4
Biotechnology and Nuclear Technology Research Institute						false	false	none	4
Boise State University	Boise State University	https://ror.org/02e3zdp86	United States	43.6135	-116.20345	true	true	affiliation_chosen	4
BOKU - University of Natural Resources and Life Sciences	BOKU University	https://ror.org/057ff4y42	Austria	48.20849	16.37208	true	true	dump_segment	4
Botanical Garden of Padova						false	false	none	4
California State University, Stanislaus	California State University, Stanislaus	https://ror.org/00ejm2g54	United States	37.49466	-120.84659	true	true	affiliation_chosen	4
Carlsberg Research Laboratory						false	false	none	4
CAS Center for Excellence in Molecular Plant Sciences	Center for Excellence in Molecular Plant Sciences	https://ror.org/04ew43640	China	31.22222	121.45806	true	true	affiliation_chosen	4
Centre for Cellular and Molecular Plateforms						false	false	none	4
Centro Biologia Molecular Severo Ochoa (CBMSO)	Centro de Biología Molecular Severo Ochoa	https://ror.org/03v9e8t09	Spain	40.4165	-3.70256	true	true	affiliation_chosen	4
Changwon National University	Changwon National University	https://ror.org/04ts4qa58	South Korea	35.22806	128.68111	true	true	affiliation_chosen	4
Chengdu Institute of Biology, CAS	Chengdu Institute of Biology	https://ror.org/04w5etv87	China	30.66667	104.06667	true	true	affiliation_chosen	4
Chengdu University of Traditional Chinese Medicine	Chengdu University of Traditional Chinese Medicine	https://ror.org/00pcrz470	China	30.66667	104.06667	true	true	affiliation_chosen	4
China Academy of Chinese Medical Sciences	China Academy of Chinese Medical Sciences	https://ror.org/042pgcv68	China	39.9075	116.39723	true	true	affiliation_chosen	4
Chinese Academy of Agricultural Sciences Cotton Research Institute	Cotton Research Institute	https://ror.org/01edrm178	China	39.9075	116.39723	true	true	affiliation_chosen	4
Chinese Academy of Inspection and Quarantine	Chinese Academy of Inspection and Quarantine	https://ror.org/00knqp290	China	39.9075	116.39723	true	true	affiliation_chosen	4
Chungbuk National University	Chungbuk National University	https://ror.org/02wnxgj78	South Korea	36.63722	127.48972	true	true	affiliation_chosen	4
Cleveland Clinic Foundation	Cleveland Clinic	https://ror.org/03xjacd83	United States	41.4995	-81.69541	true	true	affiliation_chosen	4
CNAP, University of York	University of York	https://ror.org/04m01e293	United Kingdom	53.95763	-1.08271	true	true	affiliation_chosen	4
CNRS UMR 5800	Laboratoire Bordelais de Recherche en Informatique	https://ror.org/03adqg323	France	44.80849	-0.58915	true	true	affiliation_chosen	4
Coffee Consortium						false	false	none	4
College of Life Sciences, Southwest University	Southwest University	https://ror.org/01kj4z117	China	29.56026	106.55771	true	true	affiliation_chosen	4
Contact; Kurt. A. Zeller, USDA-APHIS-PPQ-S&T						false	false	none	4
Copenhagen university	University of Copenhagen	https://ror.org/035b05819	Denmark	55.67594	12.56553	true	true	affiliation_chosen	4
Corporacion colombiana de investigacion agropecuaria (AGROSAVIA)	Colombian Corporation for Agricultural Research - AGROSAVIA	https://ror.org/03d0jkp23	Colombia	4.70592	-74.23021	true	true	affiliation_chosen	4
Dali University	Dali University	https://ror.org/02y7rck89	China	25.58474	100.21229	true	true	affiliation_chosen	4
Dalian Ocean University	Dalian Ocean University	https://ror.org/0523b6g79	China	38.91222	121.60222	true	true	affiliation_chosen	4
Dankook University	Dankook University	https://ror.org/058pdbn81	South Korea	37.32787	127.10648	true	true	affiliation_chosen	4
Department of Biotechnology and Life Sciences, Sojo University	Sojo University	https://ror.org/014fz7968	Japan	32.80589	130.69181	true	true	affiliation_chosen	4
Division of Foodborne, Waterborne, and Environmental Diseases, Centers for Disease Control and Prevention	Centers for Disease Control and Prevention	https://ror.org/042twtr12	United States	33.749	-84.38798	true	true	dump_segment	4
DTU Bioengineering						false	false	none	4
Duke University School of Medicine	Duke University	https://ror.org/00py81415	United States	35.99403	-78.89862	true	true	affiliation_chosen	4
East China University of Science and Technology	East China University of Science and Technology	https://ror.org/01vyrm377	China	31.22222	121.45806	true	true	affiliation_chosen	4
Eastern Washington University	Eastern Washington University	https://ror.org/002g57a93	United States	47.48739	-117.57576	true	true	affiliation_chosen	4
EBC						false	false	none	4
Embrapa	Brazilian Agricultural Research Corporation	https://ror.org/0482b5b22	Brazil	-15.77972	-47.92972	true	true	dump_exact_acronym	4
Erasmus University Medical Center	Erasmus MC	https://ror.org/018906e22	The Netherlands	51.9225	4.47917	true	true	affiliation_chosen	4
ESE						false	false	none	4
ETH						false	false	none	4
Ewha Womans University	Ewha Womans University	https://ror.org/053fp5c05	South Korea	37.566	126.9784	true	true	affiliation_chosen	4
Faculty of Pharmaceutical Sciences, Chulalongkorn University	Chulalongkorn University	https://ror.org/028wp3y58	Thailand	13.75398	100.50144	true	true	affiliation_chosen	4
Federal University of Sao Carlos	Universidade Federal de São Carlos	https://ror.org/00qdc6m37	Brazil	-22.0175	-47.89083	true	true	affiliation_chosen	4
Fermentation Microbiology, Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	Kagoshima University	https://ror.org/03ss88z23	Japan	31.56667	130.55	true	true	affiliation_chosen	4
Florida State University	Florida State University	https://ror.org/05g3dte14	United States	30.43826	-84.28073	true	true	affiliation_chosen	4
Food Safety and Authenticity Group Division of Food Quality and Safety Research, Food Research Institute, NARO	National Agriculture and Food Research Organization	https://ror.org/023v4bd62	Japan	36.2	140.1	true	true	dump_segment	4
Forestry and Agricultural Biotechnology Institute (FABI)	Forestry and Agricultural Biotechnology Institute	https://ror.org/00nm7mw87	South Africa	-25.74486	28.18783	true	true	affiliation_chosen	4
Freshwater Fisheries Research Center, Chinese Academy of Fishery Sciences	Chinese Academy of Fishery Sciences	https://ror.org/02bwk9n38	China	39.9075	116.39723	true	true	affiliation_chosen	4
Fundacion para el estudio de especies invasoras						false	false	none	4
GEROMICS						false	false	none	4
Graduate School of Science and Engineering, University of Toyama	University of Toyama	https://ror.org/0445phv87	Japan	36.7	137.21667	true	true	affiliation_chosen	4
Guangdong Laboratory Animals Monitoring Institute	Guangdong Laboratory Animals Monitoring Institute	https://ror.org/02mxq6q49	China	23.11667	113.25	true	true	affiliation_chosen	4
hainan university	Hainan University	https://ror.org/03q648j11	China	20.03421	110.34651	true	true	affiliation_chosen	4
Henan University of Technology	Henan University of Technology	https://ror.org/05sbgwt55	China	34.75778	113.64861	true	true	affiliation_chosen	4
Huazhi Biotechnology Co., Ltd						false	false	none	4
huazhong agricultural university	Huazhong Agricultural University	https://ror.org/023b72294	China	30.58333	114.26667	true	true	affiliation_chosen	4
HuaZhong Agricultural University	Huazhong Agricultural University	https://ror.org/023b72294	China	30.58333	114.26667	true	true	affiliation_chosen	4
Hubei University	Hubei University	https://ror.org/03a60m280	China	30.58333	114.26667	true	true	affiliation_chosen	4
Hunan Academy of Agricultural Sciences	Hunan Academy of Agricultural Sciences	https://ror.org/01fj5gf64	China	28.19874	112.97087	true	true	affiliation_chosen	4
IBMC	Institut de Biologie Moléculaire et Cellulaire	https://ror.org/05qpmg879	France	48.58392	7.74553	true	true	dump_exact_acronym	4
ihb						false	false	none	4
Incheon National University	Incheon National University	https://ror.org/02xf7p935	South Korea	37.45646	126.70515	true	true	affiliation_chosen	4
INCT Leveduras						false	false	none	4
Indian Institute of Science						false	false	none	4
Indian Veterinary Research Institute	Indian Veterinary Research Institute	https://ror.org/02jcfzc36	India	28.36678	79.43167	true	true	affiliation_chosen	4
INRA (INRA Montpellier)						false	false	none	4
INRAE (Fish Physiology and Genomics laboratory)						false	false	none	4
Inscripta						false	false	none	4
Institut de Recherche pour le Developpement	Institut de Recherche pour le Développement	https://ror.org/05q3vnk25	France	43.29695	5.38107	true	true	dump_exact_name	4
institute of clinical molecular biology (Kiel)						false	false	none	4
Institute of Ecology and Evolution	Instituto de Ecología	https://ror.org/03yvabt26	Mexico	19.53124	-96.91589	true	true	affiliation_chosen	4
Institute of Medicinal Biotechnology, Chinese Academy of Medical Sciences	Chinese Academy of Medical Sciences & Peking Union Medical College	https://ror.org/02drdmm93	China	39.9075	116.39723	true	true	affiliation_chosen	4
Institute of Microbiology Chinese Academy of Sciences	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	4
Institute of Oceanology of the Chinese Academy of Sciences	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	4
Institute of Plant Physiology and Ecology, SIBS, CAS	Center for Excellence in Molecular Plant Sciences	https://ror.org/04ew43640	China	31.22222	121.45806	true	true	affiliation_chosen	4
Institute of Zoology Chinese Academy of Sciences	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	4
Institute of Zoology, Guangdong Academy of Sciences	Guangdong Academy of Sciences	https://ror.org/01g9hkj35	China	23.11667	113.25	true	true	affiliation_chosen	4
Institute of Zoology,Chinese Academy of Sciences	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	4
Instituto de Biologia, Universidad Nacional Autonoma de Mexico	Universidad Nacional Autónoma de México	https://ror.org/01tmp8f25	Mexico	19.42847	-99.12766	true	true	affiliation_chosen	4
Instituto de Ecologia, Genetica y Evolucion de Buenos Aires (IEGEBA, UBA-CONICET)	Instituto de Ecología	https://ror.org/03yvabt26	Mexico	19.53124	-96.91589	true	true	affiliation_chosen	4
Instituto de Parasitologia y Biomedicina Lopez-Neyra (IPBLN-CSIC)	"Instituto de Parasitología y Biomedicina ""López - Neyra"""	https://ror.org/05ncvzk72	Spain	37.14386	-3.62534	true	true	affiliation_chosen	4
Instituto Politecnico Nacional	Instituto Politécnico Nacional	https://ror.org/059sp8j34	Mexico	19.42847	-99.12766	true	true	affiliation_chosen	4
INSTITUTO POLITECNICO NACIONAL	Instituto Politécnico Nacional	https://ror.org/059sp8j34	Mexico	19.42847	-99.12766	true	true	affiliation_chosen	4
Instituto Tecnologico Vale	Vale Technological Institute	https://ror.org/05wnasr61	Brazil	-1.45583	-48.50444	true	true	affiliation_chosen	4
International Centre for Genetic Engineering and Biotechnology	International Centre for Genetic Engineering and Biotechnology	https://ror.org/001575385	South Africa	-33.92584	18.42322	true	true	dump_exact_name	4
IRD	Institut de Recherche pour le Développement	https://ror.org/05q3vnk25	France	43.29695	5.38107	true	true	dump_exact_acronym	4
IRSET	Institut de Recherche en Santé, Environnement et Travail	https://ror.org/01p178v10	France	48.11198	-1.67429	true	true	query_exact	4
ISEM	Institut des Sciences de l'Evolution de Montpellier	https://ror.org/01cah1n37	France	43.61093	3.87635	true	true	dump_exact_acronym	4
Jilin Agricultural Unversity	Jilin Agricultural University	https://ror.org/05dmhhd41	China	43.88	125.32278	true	true	affiliation_chosen	4
KASETSART UNIVERSITY, Faculty of Science, Department of Genetics, Animal Genomics and Bioresource	Kasetsart University	https://ror.org/05gzceg21	Thailand	13.75398	100.50144	true	true	affiliation_chosen	4
Kenlab_group						false	false	none	4
King Mongkut's University of Technology Thonburi	King Mongkut's University of Technology Thonburi	https://ror.org/0057ax056	Thailand	13.75398	100.50144	true	true	affiliation_chosen	4
Kunming Institution of Botany, Chinese Academy of Sciences	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	4
Laboratory for Conservation and Utilization of Bio-Resources and Key Laboratory for Microbial Diversity in Southwest China, Ministry of Education						false	false	none	4
Laboratory of Ecogenetics, Environmental Biology Division, National Institute for Environmental Studies	National Institute for Environmental Studies	https://ror.org/02hw5fp67	Japan	36.2	140.1	true	true	affiliation_chosen	4
Laboratory of Genome Informatics Graduate School of Integrated Sciences for Life, Hiroshima University	Hiroshima University	https://ror.org/03t78wx29	Japan	34.4	132.45	true	true	affiliation_chosen	4
Lanzhou university	Lanzhou University	https://ror.org/01mkqqe32	China	36.05701	103.83987	true	true	affiliation_chosen	4
LBMC UMR5239						false	false	none	4
Leibniz Centre for Tropical Marine Research	Leibniz Centre for Tropical Marine Research	https://ror.org/019w00969	Germany	53.07582	8.80717	true	true	query_exact	4
Leibniz Institute for Farm Animal Biology (FBN)						false	false	none	4
Liaoning Institute of Pomology	Institute of Pomology	https://ror.org/03tx9ed22	China	40.61667	120.71667	true	true	affiliation_chosen	4
Lithuanian Research Centre for Agriculture and Forestry	Lithuanian Research Centre for Agriculture and Forestry	https://ror.org/0480smc83	Lithuania	54.90272	23.90961	true	true	affiliation_chosen	4
Liverpool John Moores University	Liverpool John Moores University	https://ror.org/04zfme737	United Kingdom	53.41058	-2.97794	true	true	affiliation_chosen	4
LMU	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	Germany	48.13743	11.57549	true	true	dump_exact_acronym	4
Lomonosov Moscow State University	Lomonosov Moscow State University	https://ror.org/010pmpe69	Russia	55.75204	37.61781	true	true	affiliation_chosen	4
M S Ramaiah Institute of Technology	Ramaiah Institute of Technology	https://ror.org/02nyr4y94	India	12.97194	77.59369	true	true	affiliation_chosen	4
marine						false	false	none	4
Marine Biological Laboratory	Marine Biological Laboratory	https://ror.org/046dg4z72	United States	41.52701	-70.67324	true	true	affiliation_chosen	4
Max Planck Institute for Medical Research	Max Planck Institute for Medical Research	https://ror.org/000bxzc63	Germany	49.40768	8.69079	true	true	affiliation_chosen	4
Max Planck Institute for Molecular Genetics	Max Planck Institute for Molecular Genetics	https://ror.org/03ate3e03	Germany	52.52437	13.41053	true	true	affiliation_chosen	4
Max-Planck institute for plant breeding research	Max Planck Institute for Plant Breeding Research	https://ror.org/044g3zk14	Germany	50.93333	6.95	true	true	affiliation_chosen	4
McMaster University	McMaster University	https://ror.org/02fa3aq29	Canada	43.25011	-79.84963	true	true	affiliation_chosen	4
Munekage Lab., School of Science and Technology, Kwansei Gakuin University	Kwansei Gakuin University	https://ror.org/02qf2tx24	Japan	34.71562	135.33199	true	true	affiliation_chosen	4
Myongji University	Myongji University	https://ror.org/00s9dpb54	South Korea	37.566	126.9784	true	true	affiliation_chosen	4
Nagoya University	Nagoya University	https://ror.org/04chrp450	Japan	35.18147	136.90641	true	true	affiliation_chosen	4
Nanjing agricultural university	Nanjing Agricultural University	https://ror.org/05td3s095	China	32.06167	118.77778	true	true	affiliation_chosen	4
